label,review,review_,senti_words,sum,sum_senti_words
0,"the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material","the lead be so unmemorable , despite several attempt at lengthy dialogue scene , that one eventually resent have to inhale this gutter romancer 's secondhand material",memorable able attempt lengthy even resent utter secondhand,27,8
1,"the tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals","the tasteful little revision work wonder , enhance the cultural and economic subtext , bring richer mean to the story 's moral",tasteful wonder rich mean,22,4
0,most of the characters come off as pantomimesque sterotypes,most of the character come off a pantomimesque sterotypes,,9,0
1,"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well detailed characters","a breezy romantic comedy that ha the punch of a good sitcom , while offer exceptionally well detail character",good exceptionally well,19,3
0,"what 's next \? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story \? david spade as citizen kane \?","what 's next \? rob schneider , dana carvey and sarah michelle gellar in the philadelphia story \? david spade a citizen kane \?",,24,0
0,"the film is grossly contradictory in conveying its social message , if indeed there is one","the film be grossly contradictory in convey it social message , if indeed there be one",sly contradictory sage indeed,16,4
1,a quietly reflective and melancholy new zealand film about an eventful summer in a 13 year old girl 's life,a quietly reflective and melancholy new zealand film about an eventful summer in a 13 year old girl 's life,quietly reflective melancholy holy new eventful old,20,7
0,"'dragonfly' dwells on crossing over mumbo jumbo , manipulative sentimentality , and sappy dialogue","'dragonfly' dwell on cross over mumbo jumbo , manipulative sentimentality , and sappy dialogue",well cross sentimental,14,3
1,"thanks to haynes' absolute control of the film 's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act","thank to haynes' absolute control of the film 's mood , and buoy by three terrific performance , far from heaven actually pull off this stylistic juggle act",thank terrific actually,28,3
1,"an engaging , formulaic sports drama that carries a charge of genuine excitement","an engage , formulaic sport drama that carry a charge of genuine excitement",carry charge genuine cite,13,4
1,"the film is powerful , accessible and funny you wo n't miss its messages , but you 'll be entertained as well","the film be powerful , accessible and funny you wo n't miss it message , but you 'll be entertain a well",powerful funny miss sage well,22,5
1,"a charming , banter filled comedy one of those airy cinematic bon bons whose aims and by extension , accomplishments seem deceptively slight on the surface","a charm , banter fill comedy one of those airy cinematic bon bons whose aim and by extension , accomplishment seem deceptively slight on the surface",ill slight light ace,26,4
1,"one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind","one of those rare , exhilarate cinematic delight that get even better in hindsight , a you mull over it every nuance in your mind",rare light even sigh your mind,25,6
1,"if you ever wanted to be an astronaut , this is the ultimate movie experience it 's informative and breathtakingly spectacular","if you ever want to be an astronaut , this be the ultimate movie experience it 's informative and breathtakingly spectacular",want to breathtaking spectacular,21,4
1,meant to reduce blake 's philosophy into a tragic coming of age saga punctuated by bursts of animator todd mcfarlane 's superhero dystopia,mean to reduce blake 's philosophy into a tragic come of age saga punctuate by burst of animator todd mcfarlane 's superhero dystopia,mean tragic odd super,23,4
